Date,Open,High,Low,Close,Adj Close,Volume
2020-09-22,286.31,291.15,280.87,289.34,288.93,74594952
2020-09-23,295.7,310.23,290.26,298.43,296.81,105786137
2020-09-24,283.1,298.78,277.48,287.54,285.42,30252881
2020-09-25,291.83,301.31,288.02,292.04,289.83,99117906
2020-09-28,285.51,293.57,275.04,286.03,284.55,20784514
2020-09-29,275.98,283.93,273.05,277.52,277.21,63015496
2020-09-30,273.35,285.49,274.49,275.93,274.21,72251235
2020-10-01,264.69,268.45,264.22,265.38,264.72,31927807
2020-10-02,255.18,264.56,253.98,259.7,257.35,100086494
2020-10-05,247.26,254.45,242.93,248.3,247.0,26760510
2020-10-06,260.23,269.23,255.09,264.87,264.85,75383350
2020-10-07,263.58,269.2,261.18,264.67,264.06,74971496
2020-10-08,253.93,261.06,255.82,257.66,255.63,89975656
2020-10-09,258.43,264.92,251.24,259.07,257.78,76166212
2020-10-12,257.25,266.3,251.58,257.54,255.57,48645390
2020-10-13,250.69,257.09,253.39,255.03,253.52,82265006
2020-10-14,257.21,269.72,258.72,260.0,259.43,35483602
2020-10-15,266.28,273.72,258.32,266.38,265.77,106039963
2020-10-16,258.2,269.49,256.21,260.9,258.89,60969474
2020-10-19,254.42,260.8,246.88,255.12,254.92,97546085
2020-10-20,250.08,260.01,243.09,252.15,251.12,52800599
2020-10-21,228.44,231.48,230.51,231.33,229.9,24265630
2020-10-22,215.48,225.76,217.03,218.6,217.51,112612538
2020-10-23,224.98,228.99,226.43,228.62,227.72,57233452
2020-10-26,240.18,249.92,232.15,241.33,240.27,69784570
2020-10-27,235.81,248.21,237.25,238.74,237.51,111341130
2020-10-28,240.7,245.94,237.62,243.08,241.88,36278720
2020-10-29,242.75,247.3,238.79,245.24,243.22,37266184
2020-10-30,268.89,279.48,266.26,271.18,270.67,119024272
2020-11-02,280.51,284.12,271.05,281.27,279.98,108135029
2020-11-03,279.33,289.11,276.72,279.44,277.01,25821934
2020-11-04,266.35,270.65,265.04,269.54,268.91,72025113
2020-11-05,252.96,255.12,245.58,253.84,253.67,32064537
2020-11-06,253.94,265.13,246.86,255.14,255.01,95085590
2020-11-09,245.77,254.56,239.79,247.88,246.32,66251037
2020-11-10,234.84,243.01,226.18,235.05,233.02,38884935
2020-11-11,225.59,232.23,225.48,229.26,228.16,80331499
2020-11-12,216.2,226.08,218.71,220.12,218.17,101470680
2020-11-13,232.0,238.21,223.54,232.68,232.53,27602495
2020-11-16,236.7,245.17,230.28,239.39,237.44,44207253
2020-11-17,238.12,245.37,234.77,238.85,237.07,93099130
2020-11-18,250.2,256.51,248.93,250.74,249.25,102842295
2020-11-19,246.22,255.23,244.16,250.92,249.37,85502200
2020-11-20,242.28,245.53,236.53,242.85,242.35,30691219
2020-11-23,252.49,263.16,251.19,255.31,253.92,71031086
2020-11-24,257.08,261.97,252.08,259.62,257.47,92178262
2020-11-25,247.81,256.58,239.95,249.67,247.84,40468532
2020-11-26,247.15,249.82,244.89,247.51,246.3,94262452
2020-11-27,234.73,245.42,235.84,239.43,237.39,59241473
2020-11-30,224.98,234.15,223.55,227.36,226.48,73008697
2020-12-01,233.49,237.02,232.53,234.96,233.94,81431741
2020-12-02,249.51,251.5,247.64,250.9,250.18,103685837
2020-12-03,237.4,240.12,231.28,238.87,238.72,75318087
2020-12-04,239.59,249.72,237.5,243.81,243.6,73176805
2020-12-07,235.16,246.6,230.16,238.5,238.37,109454219
2020-12-08,231.67,235.1,226.51,234.68,232.91,58775193
2020-12-09,229.15,236.81,227.07,230.05,228.05,36996378
2020-12-10,220.1,226.37,222.06,223.32,221.76,69310748
2020-12-11,220.39,228.21,223.59,223.92,223.69,84418062
2020-12-14,217.44,225.72,214.39,217.63,217.57,101717933
2020-12-15,215.55,222.83,212.73,219.91,219.6,40830708
2020-12-16,219.73,223.83,211.88,219.74,217.78,56396284
2020-12-17,216.72,218.25,216.5,218.13,218.02,23313723
2020-12-18,210.69,212.11,207.86,211.42,210.2,105287131
2020-12-21,204.43,209.5,204.19,207.36,205.31,30941880
2020-12-22,208.85,213.29,211.19,213.05,211.86,94377986
2020-12-23,215.86,222.48,214.42,217.0,214.93,40047730
2020-12-24,209.09,213.37,208.4,209.79,208.83,69086097
2020-12-25,209.64,215.35,202.77,210.73,209.34,107624243
2020-12-28,212.77,217.99,214.29,216.48,215.34,112821051
2020-12-29,203.04,206.47,202.83,204.05,203.26,66123553
2020-12-30,207.17,213.66,202.19,208.13,207.86,99511647
2020-12-31,202.13,211.38,200.59,203.52,202.83,27349336
2021-01-01,206.81,208.2,202.08,207.78,206.6,99821627
2021-01-04,201.82,209.65,202.1,202.44,202.07,61277337
2021-01-05,188.38,194.23,182.51,189.85,189.67,29496806
2021-01-06,175.96,183.27,176.22,179.23,177.65,97178990
2021-01-07,177.87,183.31,173.72,179.71,178.87,111631849
2021-01-08,178.17,182.02,179.43,181.52,180.22,31783445
2021-01-11,173.88,176.59,170.16,175.96,174.28,104172252
2021-01-12,177.93,184.4,174.56,180.07,179.47,35243680
2021-01-13,166.61,172.1,166.35,169.78,169.55,68523941
2021-01-14,167.34,175.77,168.97,169.55,168.13,32883071
2021-01-15,159.65,165.18,157.41,162.54,162.24,61637100
2021-01-18,158.38,159.9,153.55,158.99,158.76,54115565
2021-01-19,159.24,163.97,157.87,159.41,159.27,102094786
2021-01-20,151.9,156.59,151.68,154.77,153.63,60975186
2021-01-21,152.7,156.05,152.3,152.84,152.69,103854729
2021-01-22,156.87,162.8,152.97,158.38,157.3,40937178
2021-01-25,153.16,160.93,153.14,155.34,154.64,74813326
2021-01-26,157.09,165.11,155.13,160.04,158.52,71997066
2021-01-27,152.33,158.03,148.68,153.87,152.4,65138030
2021-01-28,156.24,161.14,154.89,156.88,156.44,81825113
2021-01-29,163.98,171.19,162.27,164.95,164.03,82956282
2021-02-01,147.98,152.64,149.37,150.85,149.73,35643927
2021-02-02,144.07,146.8,142.74,146.79,145.6,100541004
2021-02-03,148.11,151.53,146.59,149.9,149.41,71027167
2021-02-04,146.89,150.29,145.45,148.99,147.5,86037891
2021-02-05,148.75,155.07,150.97,151.07,150.78,84574476
2021-02-08,145.9,151.78,143.84,148.03,146.67,115521224
2021-02-09,148.04,152.15,144.43,148.62,147.42,41226936
2021-02-10,147.75,148.06,144.14,147.96,147.05,70028641
2021-02-11,152.33,158.65,151.48,154.16,153.37,31256100
2021-02-12,155.4,157.7,151.03,155.69,154.69,110007343
2021-02-15,155.54,161.87,157.15,157.68,156.61,26396153
2021-02-16,153.94,159.03,151.0,155.57,155.51,60603018
2021-02-17,150.7,155.17,152.43,153.07,152.52,97166635
2021-02-18,149.81,151.71,145.49,150.9,149.43,47953010
2021-02-19,153.08,153.72,151.04,153.14,152.27,119763897
2021-02-22,149.83,156.05,150.47,151.03,150.84,58776427
2021-02-23,150.76,158.33,147.64,152.72,151.65,111733069
2021-02-24,162.81,168.22,163.75,163.96,162.48,98806241
2021-02-25,166.16,169.83,165.43,169.13,168.72,34026520
2021-02-26,166.99,170.05,167.0,167.36,166.7,69012988
2021-03-01,172.84,179.66,172.31,174.57,173.82,63896963
2021-03-02,170.35,177.62,167.44,172.25,170.62,45423295
2021-03-03,158.8,160.89,154.93,160.13,158.75,114463859
2021-03-04,153.48,154.64,150.33,154.64,154.06,88872054
2021-03-05,141.98,148.79,139.42,144.67,143.52,105043673
2021-03-08,142.13,145.08,138.14,143.04,142.33,87964681
2021-03-09,141.1,144.73,138.14,143.27,142.62,43286892
2021-03-10,150.95,151.9,148.32,151.82,150.73,90359745
2021-03-11,153.16,157.03,152.45,153.71,153.63,41605842
2021-03-12,152.09,157.89,147.45,152.69,152.45,45098117
2021-03-15,155.86,163.29,151.8,157.27,156.83,55211538
2021-03-16,143.87,148.55,143.19,145.26,143.92,38735290
2021-03-17,144.09,149.62,141.89,146.6,145.29,118439431
2021-03-18,150.02,151.21,145.26,150.7,149.94,76163266
2021-03-19,140.98,146.2,138.29,143.06,141.86,103885733
2021-03-22,147.43,151.19,148.48,148.93,148.9,86360860
2021-03-23,148.68,154.5,149.76,150.84,149.57,111190030
2021-03-24,146.22,151.11,144.96,148.8,148.04,29548310
2021-03-25,151.11,153.7,150.14,152.24,151.27,24763090
2021-03-26,161.38,165.11,161.45,164.49,163.9,61535003
2021-03-29,164.87,167.79,163.56,165.7,164.26,30002457
2021-03-30,165.03,167.96,165.19,167.31,166.36,66955785
2021-03-31,161.49,165.96,162.34,164.79,163.59,73428398
2021-04-01,158.49,166.37,155.35,160.05,159.87,82932278
2021-04-02,161.72,167.79,158.52,164.86,163.28,32932674
2021-04-05,157.77,163.5,156.6,160.09,159.95,80633142
2021-04-06,159.71,166.26,159.95,160.65,160.38,75848911
2021-04-07,155.16,164.42,155.4,158.12,157.01,100262729
2021-04-08,160.41,164.68,159.85,160.93,160.59,20818706
2021-04-09,159.72,168.27,162.92,162.97,161.39,116349339
2021-04-12,166.5,171.26,163.39,169.05,168.99,30631835
2021-04-13,165.34,168.23,164.15,166.2,165.41,100893412
2021-04-14,162.55,167.45,162.65,164.8,163.65,59692307
2021-04-15,156.46,163.61,159.19,159.32,158.3,99304234
2021-04-16,154.99,161.28,156.91,157.0,155.53,105660554
2021-04-19,156.91,161.24,157.23,159.23,159.21,48666799
2021-04-20,163.1,164.48,158.66,163.61,162.04,73543822
2021-04-21,156.31,162.5,157.21,158.49,157.94,104439440
2021-04-22,162.79,164.32,157.64,163.48,162.57,118723867
2021-04-23,171.03,175.37,169.9,171.4,171.31,64419538
2021-04-26,172.08,178.88,173.42,174.05,172.74,33544707
2021-04-27,185.32,190.85,181.07,185.65,184.78,38038884
2021-04-28,178.56,186.26,178.14,180.81,179.87,73482022
2021-04-29,173.0,179.16,169.17,173.12,172.61,22399009
2021-04-30,159.55,165.76,158.86,162.51,161.0,113498667
2021-05-03,170.11,176.18,166.46,171.18,169.8,28735015
2021-05-04,173.5,179.61,173.6,175.27,173.89,60599904
2021-05-05,172.97,176.42,174.66,175.11,174.65,79296651
2021-05-06,175.7,177.18,176.58,177.0,175.56,71100801
2021-05-07,169.19,172.14,164.58,170.2,169.47,71839994
2021-05-10,181.26,188.22,184.01,184.94,183.49,71135643
2021-05-11,182.87,190.56,184.02,185.97,185.71,101335369
2021-05-12,185.79,193.21,181.28,186.86,186.75,45443669
2021-05-13,190.52,193.31,184.64,191.8,190.88,71580368
2021-05-14,195.09,196.2,189.5,195.22,193.96,25160025
2021-05-17,196.0,204.53,196.25,196.94,195.43,22836934
2021-05-18,191.5,192.52,188.88,191.69,189.87,51185607
2021-05-19,193.89,198.78,192.87,195.05,193.62,30404819
2021-05-20,205.17,212.96,201.91,208.09,207.37,60498507
2021-05-21,214.2,222.82,215.65,218.1,217.08,66822114
2021-05-24,229.47,231.27,221.52,230.48,230.35,114471120
2021-05-25,224.97,227.1,220.92,226.58,225.21,112988763
2021-05-26,214.79,219.88,215.69,218.96,218.29,46200296
2021-05-27,215.43,223.33,210.77,218.22,217.11,88196105
2021-05-28,218.67,223.63,217.31,218.86,217.79,30763861
2021-05-31,225.19,229.59,220.5,227.46,225.79,65005823
2021-06-01,211.78,219.67,211.23,214.21,213.04,33564005
2021-06-02,223.45,233.31,220.53,225.9,224.7,99475640
2021-06-03,221.31,225.24,221.24,224.87,224.21,119414496
2021-06-04,218.94,226.16,213.82,221.74,221.61,74260949
2021-06-07,211.4,220.0,205.68,214.1,212.66,38988196
2021-06-08,198.09,203.96,201.19,201.92,199.99,105025471
2021-06-09,206.97,210.5,201.87,207.94,206.89,33826382
2021-06-10,206.24,213.8,207.17,208.68,207.73,96486741
2021-06-11,198.76,206.63,199.46,199.47,197.81,42747869
2021-06-14,190.05,196.8,184.61,190.62,190.16,40747687
2021-06-15,185.6,192.97,183.03,188.57,188.54,74558308
2021-06-16,198.41,205.62,197.09,199.78,199.67,46126699
2021-06-17,196.07,201.05,197.89,198.16,196.57,55424315
2021-06-18,187.49,192.76,187.31,187.94,187.71,53826041
2021-06-21,183.58,189.99,182.8,186.51,185.96,107753263
2021-06-22,183.72,186.31,183.39,184.91,183.9,107367796
2021-06-23,166.32,172.35,161.84,167.64,166.87,80642153
2021-06-24,165.13,171.22,167.34,167.49,167.24,32073874
2021-06-25,163.44,168.7,166.07,166.31,165.45,26337479
2021-06-28,169.34,176.75,164.83,170.53,169.46,25868518
2021-06-29,180.78,181.88,176.64,181.73,180.81,21589291
2021-06-30,186.49,191.47,182.27,189.08,188.28,37203708
2021-07-01,186.16,187.92,182.03,187.49,185.97,56509659
2021-07-02,178.24,185.95,179.09,180.42,180.24,55861668
2021-07-05,195.71,202.37,191.95,196.84,196.2,67928611
2021-07-06,194.29,200.07,190.25,197.45,196.73,23224400
2021-07-07,197.31,203.08,192.54,197.74,195.96,35745940
2021-07-08,194.95,200.9,197.62,197.77,196.99,76945537
2021-07-09,196.82,205.37,196.39,199.34,197.59,25653278
2021-07-12,194.8,202.15,193.9,198.54,196.71,54018155
2021-07-13,191.29,197.96,188.26,194.75,193.83,78115808
2021-07-14,189.36,198.36,191.1,191.21,190.07,41915933
2021-07-15,188.39,193.11,189.82,191.19,190.4,114391499
2021-07-16,187.12,188.64,182.34,187.74,186.03,104572843
2021-07-19,179.64,187.53,176.43,183.25,182.21,44362507
2021-07-20,181.82,191.25,177.16,184.11,182.59,60653744
2021-07-21,180.23,185.41,176.22,182.65,182.63,72477591
2021-07-22,188.68,192.93,189.22,192.45,191.61,24590585
2021-07-23,171.73,177.16,174.29,174.79,174.24,32258491
2021-07-26,179.51,185.32,177.98,181.64,180.41,99152010
2021-07-27,187.82,190.97,188.55,189.74,188.02,105209100
2021-07-28,174.06,180.8,172.26,176.16,176.12,28890111
2021-07-29,172.6,181.18,172.2,174.23,172.99,64010951
2021-07-30,170.74,175.24,170.28,172.13,171.14,91586239
2021-08-02,160.59,166.15,158.42,163.83,163.26,57259027
2021-08-03,157.82,162.09,155.45,159.53,157.97,66640967
2021-08-04,153.38,154.2,151.26,153.49,153.2,21844040
2021-08-05,161.49,168.82,157.0,163.06,162.3,77240646
2021-08-06,167.47,171.36,164.26,168.56,167.34,71196493
2021-08-09,173.8,178.96,172.95,176.23,174.58,89115675
2021-08-10,180.04,185.63,180.83,180.86,179.35,65077633
2021-08-11,173.1,176.96,170.24,173.89,173.71,95086712
2021-08-12,169.23,175.3,169.61,170.87,170.33,105320716
2021-08-13,173.89,174.4,170.02,173.97,172.67,47073134
2021-08-16,163.78,172.13,165.34,166.7,165.14,44110043
2021-08-17,167.67,177.46,168.26,171.03,170.5,37482530
2021-08-18,168.98,174.17,168.99,169.76,169.03,73725718
2021-08-19,167.05,174.1,163.75,167.7,166.7,23889453
2021-08-20,169.02,173.09,169.33,172.05,170.96,82284302
2021-08-23,172.32,178.23,172.3,174.89,173.52,117420929
2021-08-24,169.46,177.02,168.83,172.86,172.29,85814076
2021-08-25,177.5,184.23,173.88,180.04,179.99,91066738
2021-08-26,172.62,176.19,167.12,173.41,171.98,40355903
2021-08-27,175.61,179.72,170.35,177.32,176.61,65790115
2021-08-30,178.82,182.1,180.26,181.18,180.14,63333570
2021-08-31,177.15,182.21,173.92,179.4,178.41,71425604
2021-09-01,178.0,182.81,175.9,181.63,180.28,51259822
2021-09-02,171.43,178.97,172.02,173.86,173.56,107534418
2021-09-03,178.38,181.15,174.76,179.65,178.73,88539905
2021-09-06,178.58,179.09,175.14,178.67,177.85,58580196
2021-09-07,175.93,180.37,170.56,176.47,175.24,60516543
2021-09-08,180.42,188.39,183.71,184.01,182.5,26142453
2021-09-09,180.21,186.88,179.51,180.58,178.93,94398029
2021-09-10,172.01,176.75,171.82,172.76,172.27,104158747
2021-09-13,163.66,166.65,160.48,164.38,163.06,107339482
2021-09-14,167.03,174.28,167.25,168.86,168.34,95232309
2021-09-15,160.35,165.81,156.74,162.3,161.31,66675401
2021-09-16,170.83,173.8,166.38,173.25,172.24,70443683
2021-09-17,158.64,165.32,155.32,161.66,160.8,63167333
2021-09-20,169.57,178.49,169.38,172.23,171.14,84709239
2021-09-21,171.9,177.3,170.73,174.53,172.96,109584318
2021-09-22,173.18,177.06,171.62,174.99,173.78,116176536
2021-09-23,171.83,173.69,165.84,172.7,172.12,68915413
2021-09-24,174.3,177.22,172.08,176.15,175.56,119325231
2021-09-27,173.65,180.04,174.98,176.98,175.72,96887974
2021-09-28,184.71,189.27,180.75,184.87,183.87,104226606
2021-09-29,186.51,187.32,184.72,186.72,185.21,105102813
2021-09-30,188.01,195.92,183.03,188.82,187.33,84931348
2021-10-01,187.52,193.22,186.15,187.55,185.72,119463515
2021-10-04,186.59,192.73,185.21,188.31,188.12,33776030
2021-10-05,191.32,197.8,185.42,191.46,189.95,54972569
2021-10-06,177.8,181.73,175.62,181.15,179.75,118179733
2021-10-07,171.49,177.0,171.11,173.69,172.44,52719252
2021-10-08,176.47,183.77,178.03,179.25,177.69,66003456
2021-10-11,178.48,187.41,177.16,181.4,180.75,29368140
2021-10-12,178.2,187.0,175.94,181.32,179.64,67367764
2021-10-13,181.15,184.55,181.56,182.53,180.95,49281160
2021-10-14,185.03,192.83,183.38,185.84,185.18,79711376
2021-10-15,181.9,184.36,179.4,183.45,182.24,25868590
2021-10-18,176.49,185.84,175.87,179.55,179.03,40274388
2021-10-19,181.17,188.92,176.07,181.86,181.06,31532766
2021-10-20,175.43,177.97,174.08,176.72,175.41,76891878
2021-10-21,178.1,185.52,175.68,180.31,179.68,113185594
2021-10-22,169.53,170.91,170.61,170.64,169.13,44919381
2021-10-25,175.18,180.69,174.11,177.81,176.99,42166027
2021-10-26,179.44,185.57,178.08,181.82,180.8,37191615
2021-10-27,184.24,188.83,181.34,184.54,183.19,63949558
2021-10-28,189.28,199.19,191.36,192.0,191.24,94284037
2021-10-29,202.17,209.83,202.71,204.34,204.08,25884724
2021-11-01,212.35,216.92,208.15,212.82,212.82,41226329
2021-11-02,199.22,206.88,198.14,200.39,199.6,94360068
2021-11-03,189.0,199.93,189.42,192.61,191.46,71061320
2021-11-04,186.33,189.73,185.71,189.56,188.09,118242791
2021-11-05,187.08,198.37,184.7,190.87,189.45,112723469
2021-11-08,194.03,196.14,191.28,195.47,194.45,52185790
2021-11-09,189.56,197.92,185.9,191.68,190.47,97658985
2021-11-10,190.72,196.26,193.42,194.08,193.91,80727347
2021-11-11,189.95,191.12,185.06,190.11,188.91,50156915
2021-11-12,185.43,190.48,186.83,187.19,186.02,51374900
2021-11-15,176.37,183.7,175.74,179.09,177.99,31190124
2021-11-16,172.64,177.04,171.81,174.38,174.1,36938002
2021-11-17,166.11,167.54,164.12,167.18,166.6,83456046
2021-11-18,159.47,166.37,156.81,162.47,161.84,32912007
2021-11-19,166.98,175.56,165.21,169.44,168.31,89184278
2021-11-22,164.18,167.35,158.88,164.82,164.52,77930146
2021-11-23,179.04,182.57,178.27,181.0,179.26,105200610
2021-11-24,183.53,188.49,181.11,185.21,184.97,71241823
2021-11-25,185.39,187.88,185.85,187.52,186.61,109387268
2021-11-26,179.51,189.02,177.3,183.01,181.91,59610527
2021-11-29,185.44,194.82,182.29,188.59,187.64,87230565
2021-11-30,183.87,190.3,181.51,185.93,185.31,30978041
2021-12-01,184.87,190.49,187.29,187.84,185.99,74273279
2021-12-02,201.88,212.37,203.41,205.79,205.53,67192083
2021-12-03,205.69,210.92,201.54,206.34,205.2,119414647
2021-12-06,215.79,223.0,211.7,215.87,214.45,71396289
2021-12-07,210.98,217.21,204.1,211.86,210.03,21433043
2021-12-08,212.25,219.55,212.74,212.87,211.68,49077102
2021-12-09,223.89,232.78,224.31,227.34,226.19,83818961
2021-12-10,223.53,227.42,217.32,223.71,222.38,26637056
2021-12-13,235.41,248.42,235.29,239.25,238.48,26789177
2021-12-14,246.37,251.95,237.83,246.61,245.18,53803356
2021-12-15,243.2,249.12,242.9,243.23,243.14,81521116
2021-12-16,248.64,252.29,241.83,250.08,249.08,78477266
2021-12-17,259.99,266.6,256.43,260.09,259.59,55495143
2021-12-20,265.01,273.42,259.24,267.31,264.93,71694955
2021-12-21,250.46,256.1,251.35,254.22,252.69,114098022
2021-12-22,246.47,249.87,247.05,249.28,247.63,119926577
2021-12-23,246.6,254.63,245.37,248.62,247.55,109811317
2021-12-24,244.84,257.08,245.61,249.46,249.11,32099015
2021-12-27,254.44,261.75,255.28,256.38,254.02,23218451
2021-12-28,259.41,261.86,249.95,259.51,257.1,56926453
2021-12-29,244.91,255.58,242.28,248.94,248.57,20190477
2021-12-30,252.69,254.55,246.11,253.74,251.74,96712068
2021-12-31,260.21,265.3,260.57,260.69,259.83,114209960
2022-01-03,267.06,269.11,260.83,267.36,266.14,59767847
2022-01-04,278.86,281.14,276.1,279.08,278.61,64510415
2022-01-05,286.13,291.24,285.26,288.9,286.37,86875180
2022-01-06,295.14,299.84,285.96,295.27,292.7,69794246
2022-01-07,294.88,296.93,287.3,296.32,295.01,28567962
2022-01-10,276.16,285.34,272.8,280.87,280.72,42636109
2022-01-11,283.78,292.65,280.02,286.78,285.1,30806349
2022-01-12,288.95,296.21,281.69,290.59,288.63,76022560
2022-01-13,290.65,299.61,283.52,295.09,293.93,113691691
2022-01-14,281.64,293.2,282.31,283.68,283.48,60495982
2022-01-17,272.81,276.24,274.26,274.64,274.19,77947555
2022-01-18,281.62,292.21,278.88,286.42,286.41,26631430
2022-01-19,285.24,288.45,280.13,287.74,284.93,82506143
2022-01-20,294.98,297.17,284.56,296.33,293.7,114916847
2022-01-21,295.41,305.25,294.58,298.4,297.23,97579686
2022-01-24,294.56,307.3,298.4,300.5,299.96,111799516
2022-01-25,305.98,323.13,301.51,312.17,309.94,29951767
2022-01-26,304.44,315.29,298.04,308.41,306.06,106923333
2022-01-27,310.83,323.24,308.68,311.29,310.63,29373551
2022-01-28,303.38,308.73,303.4,308.13,305.22,62298471
2022-01-31,303.06,306.49,293.63,305.29,303.36,86346710
2022-02-01,299.09,304.36,299.23,303.82,302.32,35164469
2022-02-02,303.82,310.28,299.49,308.0,306.65,70346789
2022-02-03,303.76,311.29,297.0,304.69,303.86,108410441
2022-02-04,318.18,328.17,316.96,319.91,317.85,64860239
2022-02-07,306.17,312.38,309.45,311.81,310.6,64758303
2022-02-08,308.08,323.43,304.17,311.64,310.35,90891564
2022-02-09,302.73,319.12,308.07,308.72,307.32,32872508
2022-02-10,322.81,330.07,318.46,326.2,325.03,90670533
2022-02-11,328.17,331.42,327.38,330.4,327.95,72024800
2022-02-14,338.25,346.66,337.21,344.32,341.17,109859380
2022-02-15,323.81,330.15,327.13,328.48,325.59,39114315
2022-02-16,329.5,335.16,332.29,333.52,330.93,27155738
2022-02-17,345.35,353.09,333.28,345.91,344.18,55499173
2022-02-18,348.93,352.41,348.09,348.98,348.42,69547581
2022-02-21,357.14,369.31,361.55,364.09,363.0,46049918
2022-02-22,357.96,373.92,356.68,359.68,358.92,64607852
2022-02-23,374.81,389.97,367.45,379.58,377.12,65657190
2022-02-24,407.39,428.05,409.19,412.4,409.94,33178358
2022-02-25,407.63,411.98,407.18,409.64,407.16,68068428
2022-02-28,405.05,411.91,394.17,405.71,402.43,113307252
2022-03-01,428.36,438.29,427.96,428.78,424.75,93113191
2022-03-02,451.21,456.46,437.77,455.06,453.2,79901853
2022-03-03,443.68,449.54,434.18,449.46,449.41,28962292
2022-03-04,443.66,457.5,437.31,445.55,441.84,96916528
2022-03-07,437.18,455.22,436.3,443.83,439.6,56732072
2022-03-08,421.9,432.6,419.57,425.61,424.67,67242867
2022-03-09,409.15,422.59,398.17,414.47,411.37,96011148
2022-03-10,399.64,409.09,401.76,402.4,401.71,62433953
2022-03-11,388.01,394.38,378.94,394.0,392.83,119547613
2022-03-14,389.48,401.19,382.31,395.88,395.66,55930236
2022-03-15,400.84,404.34,385.67,401.5,399.13,25550616
2022-03-16,418.05,427.38,418.32,425.7,424.26,106616769
2022-03-17,409.3,429.2,412.26,413.38,411.17,101790847
2022-03-18,423.4,440.41,424.35,430.1,428.51,25023331
2022-03-21,421.21,441.98,426.41,429.46,427.1,78860945
2022-03-22,422.97,436.73,414.27,431.29,427.79,71617449
2022-03-23,436.74,451.05,435.93,444.07,441.88,24070161
2022-03-24,428.14,433.35,420.0,429.28,427.26,26568056
2022-03-25,431.32,439.3,428.83,437.6,436.77,78544788
2022-03-28,442.34,445.95,426.35,442.78,441.61,79544612
2022-03-29,449.28,467.52,447.35,453.07,451.55,26640981
2022-03-30,455.18,472.85,451.22,460.37,456.29,102325136
2022-03-31,498.48,513.7,497.98,502.7,501.3,29968904
2022-04-01,489.71,503.89,484.31,494.49,492.02,80225623
2022-04-04,485.91,506.29,471.66,488.27,487.75,76209323
2022-04-05,473.65,481.95,473.79,480.55,480.16,34024141
2022-04-06,467.96,479.41,458.4,474.09,469.61,79366308
2022-04-07,465.37,472.89,463.98,466.36,465.52,28549906
2022-04-08,488.04,503.85,481.0,488.56,483.86,81021630
2022-04-11,514.67,536.26,498.39,515.78,512.52,70652891
2022-04-12,502.67,513.48,507.81,508.58,506.25,67298477
2022-04-13,494.63,514.18,487.24,496.81,492.58,91845469
2022-04-14,502.67,524.87,489.15,507.99,506.7,44662982
2022-04-15,496.18,505.72,493.74,501.22,496.25,105967610
2022-04-18,507.13,523.56,499.94,515.33,511.05,39766009
2022-04-19,517.81,530.64,517.98,522.08,519.89,119062553
2022-04-20,489.42,516.99,493.89,497.52,496.1,94126055
2022-04-21,520.4,531.27,527.01,527.45,527.01,31465773
2022-04-22,562.14,581.79,552.54,563.77,562.11,113949813
2022-04-25,546.26,562.48,542.96,555.06,553.24,70165243
2022-04-26,540.63,566.96,545.43,550.86,547.52,74788653
2022-04-27,549.25,569.07,540.25,559.67,554.08,40871114
2022-04-28,568.91,582.76,559.26,569.58,564.57,53198605
2022-04-29,580.35,605.65,575.49,586.13,583.4,106686292
2022-05-02,623.43,651.17,607.9,630.88,628.83,70462526
2022-05-03,628.37,652.62,616.08,630.76,627.09,77246535
2022-05-04,614.89,618.39,613.3,616.92,615.26,33131778
2022-05-05,582.95,607.2,587.44,590.84,588.01,82465051
2022-05-06,575.72,582.51,558.4,579.27,573.91,38669724
2022-05-09,579.42,591.76,560.91,582.08,577.38,47859798
2022-05-10,617.83,635.78,603.78,622.13,621.13,73225361
2022-05-11,604.16,624.49,611.51,614.59,612.9,66593954
2022-05-12,621.54,636.04,601.38,623.09,622.43,58546764
2022-05-13,620.7,651.44,619.45,626.47,620.94,43658315
2022-05-16,646.87,659.84,632.69,656.29,656.23,85548974
2022-05-17,710.01,737.68,707.44,718.27,712.59,40120689
2022-05-18,695.58,720.46,690.96,709.23,702.22,38724228
2022-05-19,689.11,705.07,695.42,701.34,701.32,65340134
2022-05-20,727.75,735.82,708.77,731.18,725.92,99032138
2022-05-23,737.96,781.61,742.15,753.02,750.52,100548410
2022-05-24,796.79,834.57,781.55,806.2,799.56,24871482
2022-05-25,819.62,857.54,818.04,827.52,824.05,72340974
2022-05-26,806.54,854.68,817.93,822.08,821.29,108079593
2022-05-27,843.55,851.03,814.52,844.0,838.26,57280046
2022-05-30,868.17,894.36,877.11,881.82,878.91,77181150
2022-05-31,899.73,936.85,897.6,912.43,905.02,41098829
2022-06-01,921.11,952.19,901.5,934.11,930.61,117159280
2022-06-02,959.59,990.9,952.27,974.59,968.12,43253353
2022-06-03,999.94,1034.92,986.07,1020.32,1012.27,23700568
2022-06-06,1069.98,1101.35,1062.91,1075.8,1068.41,32565280
2022-06-07,1105.95,1132.16,1096.01,1106.68,1097.59,53957984
2022-06-08,1089.68,1114.0,1067.26,1106.85,1105.76,50717885
2022-06-09,1111.63,1140.29,1097.06,1119.17,1112.42,85158990
2022-06-10,1167.09,1199.12,1164.45,1173.15,1164.3,73520939
